session ID,日付,スクロール率(%),現在のスクロール位置(px),ページ全体の高さ(px),ビューポートの高さ(px),動画再生時間(秒),案内が表示されたか,デバイス,セッション時間,アクション
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:24:45,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1456.553,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:25:16,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1487.553,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:25:47,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1518.553,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:26:18,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1549.552,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:26:49,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1580.552,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:27:20,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1611.552,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:27:51,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1642.551,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:28:22,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1673.551,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:28:53,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1704.55,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:29:24,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1735.549,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:29:55,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1766.549,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:30:26,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1797.549,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:30:38,8,1069,370,57,626.603,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",1809.559,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:27,8,1069,370,57,0.746,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3538.528,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:29,8,1069,370,57,2.751,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3540.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:31,8,1069,370,57,4.758,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3542.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:33,8,1069,370,57,6.765,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3544.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:35,8,1069,370,57,8.772,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3546.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:37,8,1069,370,57,10.779,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3548.526,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:39,8,1069,370,57,12.786,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3550.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:41,8,1069,370,57,14.793,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3552.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:43,8,1069,370,57,16.801,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3554.526,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:45,8,1069,370,57,18.809,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3556.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:47,8,1069,370,57,20.817,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3558.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:49,8,1069,370,57,22.824,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3560.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:51,8,1069,370,57,24.833,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3562.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:53,8,1069,370,57,26.84,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3564.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:55,8,1069,370,57,28.848,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3566.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:57,8,1069,370,57,30.854,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3568.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 2:59:59,8,1069,370,57,32.861,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3570.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:01,8,1069,370,57,34.869,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3572.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:03,8,1069,370,57,36.877,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3574.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:05,8,1069,370,57,38.885,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3576.526,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:07,8,1069,370,57,40.893,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3578.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:09,8,1069,370,57,42.9,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3580.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:11,8,1069,370,57,44.906,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3582.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:13,8,1069,370,57,46.914,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3584.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:15,8,1069,370,57,48.92,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3586.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:17,8,1069,370,57,50.929,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3588.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:19,8,1069,370,57,52.937,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3590.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:21,8,1069,370,57,54.943,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3592.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:23,8,1069,370,57,56.952,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3594.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:25,8,1069,370,57,58.96,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3596.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:27,8,1069,370,57,60.967,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3598.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:29,8,1069,370,57,62.974,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3600.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:31,8,1069,370,57,64.983,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3602.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:33,8,1069,370,57,66.74,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3604.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:35,8,1069,370,57,68.747,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3606.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:37,8,1069,370,57,70.754,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3608.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:39,8,1069,370,57,72.764,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3610.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:41,8,1069,370,57,74.773,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3612.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:43,8,1069,370,57,76.782,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3614.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:45,8,1069,370,57,78.788,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3616.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:47,8,1069,370,57,80.796,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3618.528,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:49,8,1069,370,57,82.804,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3620.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:51,8,1069,370,57,84.811,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3622.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:53,8,1069,370,57,86.82,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3624.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:55,8,1069,370,57,88.827,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3626.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:57,8,1069,370,57,90.833,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3628.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:00:59,8,1069,370,57,92.841,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3630.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:01,8,1069,370,57,94.848,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3632.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:03,8,1069,370,57,96.856,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3634.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:05,8,1069,370,57,98.863,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3636.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:07,8,1069,370,57,100.871,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3638.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:09,8,1069,370,57,102.877,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3640.526,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:11,8,1069,370,57,104.884,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3642.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:13,8,1069,370,57,106.891,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3644.529,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:15,8,1069,370,57,108.9,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3646.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:17,8,1069,370,57,110.908,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3648.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:19,8,1069,370,57,112.921,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3650.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:21,8,1069,370,57,114.924,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3652.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:23,8,1069,370,57,116.931,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3654.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:25,8,1069,370,57,118.939,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3656.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:27,8,1069,370,57,120.944,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3658.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:29,8,1069,370,57,122.951,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3660.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:31,8,1069,370,57,124.959,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3662.527,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:33,8,1069,370,57,126.966,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3664.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:35,8,1069,370,57,128.974,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3666.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:37,8,1069,370,57,130.983,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3668.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:39,8,1069,370,57,132.738,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3670.53,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:41,8,1069,370,57,134.75,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3672.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:43,8,1069,370,57,136.756,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3674.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:45,8,1069,370,57,138.764,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3676.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:47,8,1069,370,57,140.771,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3678.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:49,8,1069,370,57,142.777,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3680.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:51,8,1069,370,57,144.783,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3682.522,normal
