session ID,日付,スクロール率(%),現在のスクロール位置(px),ページ全体の高さ(px),ビューポートの高さ(px),動画再生時間(秒),案内が表示されたか,デバイス,セッション時間,アクション
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:53,8,1069,370,57,146.79,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3684.526,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:55,8,1069,370,57,148.797,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3686.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:57,8,1069,370,57,150.805,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3688.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:01:59,8,1069,370,57,152.813,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3690.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:01,8,1069,370,57,154.82,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3692.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:03,8,1069,370,57,156.826,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3694.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:05,8,1069,370,57,158.834,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3696.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:07,8,1069,370,57,160.841,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3698.527,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:09,8,1069,370,57,162.848,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3700.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:11,8,1069,370,57,164.854,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3702.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:13,8,1069,370,57,166.862,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3704.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:15,8,1069,370,57,168.869,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3706.527,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:17,8,1069,370,57,170.876,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3708.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:19,8,1069,370,57,172.883,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3710.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:21,8,1069,370,57,174.89,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3712.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:23,8,1069,370,57,176.897,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3714.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:25,8,1069,370,57,178.909,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3716.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:27,8,1069,370,57,180.912,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3718.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:29,8,1069,370,57,182.919,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3720.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:31,8,1069,370,57,184.927,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3722.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:33,8,1069,370,57,186.934,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3724.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:35,8,1069,370,57,188.941,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3726.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:37,8,1069,370,57,190.95,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3728.527,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:39,8,1069,370,57,192.957,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3730.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:41,8,1069,370,57,194.964,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3732.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:43,8,1069,370,57,196.972,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3734.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:45,8,1069,370,57,198.978,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3736.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:47,8,1069,370,57,200.984,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3738.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:49,8,1069,370,57,202.739,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3740.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:51,8,1069,370,57,204.747,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3742.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:53,8,1069,370,57,206.754,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3744.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:55,8,1069,370,57,208.762,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3746.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:57,8,1069,370,57,210.771,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3748.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:02:59,8,1069,370,57,212.779,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3750.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:01,8,1069,370,57,214.786,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3752.522,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:03,8,1069,370,57,216.793,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3754.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:05,8,1069,370,57,218.801,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3756.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:07,8,1069,370,57,220.808,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3758.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:09,8,1069,370,57,222.815,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3760.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:11,8,1069,370,57,224.823,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3762.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:13,8,1069,370,57,226.831,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3764.527,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:15,8,1069,370,57,228.838,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3766.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:17,8,1069,370,57,230.846,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3768.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:19,8,1069,370,57,232.855,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3770.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:21,8,1069,370,57,234.862,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3772.526,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:23,8,1069,370,57,236.869,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3774.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:25,8,1069,370,57,238.877,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3776.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:27,8,1069,370,57,240.884,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3778.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:29,8,1069,370,57,242.891,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3780.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:31,8,1069,370,57,244.897,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3782.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:33,8,1069,370,57,246.902,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3784.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:35,8,1069,370,57,248.91,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3786.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:37,8,1069,370,57,250.917,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3788.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:41,8,1069,370,57,254.931,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3792.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:43,8,1069,370,57,256.939,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3794.524,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:45,8,1069,370,57,258.946,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3796.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:47,8,1069,370,57,260.952,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3798.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:39,8,1069,370,57,252.925,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3790.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:49,8,1069,370,57,262.959,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3800.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:51,8,1069,370,57,264.967,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3802.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:53,8,1069,370,57,266.974,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3804.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:55,8,1069,370,57,268.73,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3806.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:57,8,1069,370,57,270.738,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3808.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:03:59,8,1069,370,57,272.743,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3810.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:01,8,1069,370,57,274.75,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3812.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:03,8,1069,370,57,276.757,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3814.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:05,8,1069,370,57,278.764,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3816.525,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:07,8,1069,370,57,280.77,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3818.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:09,8,1069,370,57,282.776,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3820.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:11,8,1069,370,57,284.784,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3822.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:13,8,1069,370,57,286.791,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3824.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:15,8,1069,370,57,288.797,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3826.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:17,8,1069,370,57,290.804,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3828.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:19,8,1069,370,57,292.812,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3830.521,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:21,8,1069,370,57,294.819,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3832.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:23,8,1069,370,57,296.828,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3834.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:25,8,1069,370,57,298.836,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3836.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:27,8,1069,370,57,300.843,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3838.523,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:29,8,1069,370,57,302.851,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3840.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:31,8,1069,370,57,304.86,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3842.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:33,8,1069,370,57,306.864,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3844.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:35,8,1069,370,57,308.871,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3846.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:37,8,1069,370,57,310.877,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3848.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:39,8,1069,370,57,312.884,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3850.52,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:41,8,1069,370,57,314.891,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3852.519,normal
e5804e76-b54b-4ac4-85eb-253f267f5225,2024-12-11 3:04:43,8,1069,370,57,316.898,表示,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/131.0.6778.103 Mobile/15E148 Safari/604.1",3854.519,normal
